instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,cnt,peak
2659,4/25/2011,2,0,4,16,0,1,1,1,0.7,0.6515,0.54,239,0
2660,4/25/2011,2,0,4,17,0,1,1,1,0.7,0.6515,0.54,521,1
2661,4/25/2011,2,0,4,18,0,1,1,1,0.68,0.6364,0.57,499,1
2662,4/25/2011,2,0,4,19,0,1,1,1,0.66,0.6212,0.57,382,0
2663,4/25/2011,2,0,4,20,0,1,1,1,0.66,0.6212,0.61,237,0
2664,4/25/2011,2,0,4,21,0,1,1,1,0.62,0.6061,0.69,190,0
2665,4/25/2011,2,0,4,22,0,1,1,1,0.6,0.5909,0.73,106,0
2666,4/25/2011,2,0,4,23,0,1,1,1,0.58,0.5455,0.78,62,0
2667,4/26/2011,2,0,4,0,0,2,1,1,0.62,0.6061,0.69,27,0
2668,4/26/2011,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,21,0
2669,4/26/2011,2,0,4,2,0,2,1,1,0.56,0.5303,0.83,26,0
2670,4/26/2011,2,0,4,3,0,2,1,1,0.54,0.5152,0.88,21,0
2671,4/26/2011,2,0,4,4,0,2,1,1,0.56,0.5303,0.83,6,0
2672,4/26/2011,2,0,4,5,0,2,1,1,0.54,0.5152,0.88,16,0
2673,4/26/2011,2,0,4,6,0,2,1,1,0.56,0.5303,0.88,80,0
2674,4/26/2011,2,0,4,7,0,2,1,1,0.58,0.5455,0.83,270,0
2675,4/26/2011,2,0,4,8,0,2,1,1,0.58,0.5455,0.83,449,1
2676,4/26/2011,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,199,0
2677,4/26/2011,2,0,4,10,0,2,1,1,0.66,0.6212,0.69,120,0
2678,4/26/2011,2,0,4,11,0,2,1,1,0.68,0.6364,0.65,172,0
2679,4/26/2011,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,186,1
2680,4/26/2011,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,176,1
2681,4/26/2011,2,0,4,14,0,2,1,1,0.72,0.6667,0.58,155,0
2682,4/26/2011,2,0,4,15,0,2,1,1,0.7,0.6515,0.61,153,0
2683,4/26/2011,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,291,0
2684,4/26/2011,2,0,4,17,0,2,1,1,0.68,0.6364,0.61,521,1
2685,4/26/2011,2,0,4,18,0,2,1,1,0.68,0.6364,0.65,528,1
2686,4/26/2011,2,0,4,19,0,2,1,1,0.64,0.6061,0.73,328,0
2687,4/26/2011,2,0,4,20,0,2,1,1,0.64,0.6061,0.73,234,0
2688,4/26/2011,2,0,4,21,0,2,1,1,0.62,0.5909,0.78,195,0
2689,4/26/2011,2,0,4,22,0,2,1,2,0.6,0.5606,0.83,148,0
2690,4/26/2011,2,0,4,23,0,2,1,2,0.6,0.5606,0.83,78,0
2691,4/27/2011,2,0,4,0,0,3,1,1,0.6,0.5606,0.83,27,0
2692,4/27/2011,2,0,4,1,0,3,1,1,0.6,0.5606,0.83,17,0
2693,4/27/2011,2,0,4,2,0,3,1,1,0.58,0.5455,0.88,5,0
2694,4/27/2011,2,0,4,3,0,3,1,2,0.58,0.5455,0.88,7,0
2695,4/27/2011,2,0,4,4,0,3,1,1,0.56,0.5303,0.94,6,0
2696,4/27/2011,2,0,4,5,0,3,1,2,0.56,0.5303,0.94,17,0
2697,4/27/2011,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,84,0
2698,4/27/2011,2,0,4,7,0,3,1,2,0.58,0.5455,0.88,246,0
2699,4/27/2011,2,0,4,8,0,3,1,2,0.58,0.5455,0.88,444,1
2700,4/27/2011,2,0,4,9,0,3,1,2,0.6,0.5455,0.88,181,0
2701,4/27/2011,2,0,4,10,0,3,1,2,0.62,0.5758,0.83,92,0
2702,4/27/2011,2,0,4,11,0,3,1,2,0.64,0.5909,0.78,156,0
2703,4/27/2011,2,0,4,12,0,3,1,1,0.66,0.6061,0.78,173,1
2704,4/27/2011,2,0,4,13,0,3,1,1,0.64,0.5909,0.78,150,1
2705,4/27/2011,2,0,4,14,0,3,1,1,0.68,0.6364,0.74,148,0
2706,4/27/2011,2,0,4,15,0,3,1,1,0.7,0.6515,0.65,138,0
2707,4/27/2011,2,0,4,16,0,3,1,1,0.7,0.6515,0.7,218,0
2708,4/27/2011,2,0,4,17,0,3,1,3,0.66,0.6061,0.83,521,1
2709,4/27/2011,2,0,4,18,0,3,1,3,0.66,0.6061,0.83,412,1
2710,4/27/2011,2,0,4,19,0,3,1,1,0.62,0.5909,0.78,260,0
2711,4/27/2011,2,0,4,20,0,3,1,1,0.64,0.5758,0.83,218,0
2712,4/27/2011,2,0,4,21,0,3,1,1,0.62,0.5606,0.88,145,0
2713,4/27/2011,2,0,4,22,0,3,1,2,0.62,0.5606,0.88,129,0
2714,4/27/2011,2,0,4,23,0,3,1,2,0.62,0.5606,0.88,78,0
2715,4/28/2011,2,0,4,0,0,4,1,1,0.64,0.5909,0.78,54,0
2716,4/28/2011,2,0,4,1,0,4,1,2,0.62,0.5758,0.83,20,0
2717,4/28/2011,2,0,4,2,0,4,1,2,0.62,0.5758,0.83,21,0
2718,4/28/2011,2,0,4,3,0,4,1,2,0.64,0.5909,0.78,3,0
2719,4/28/2011,2,0,4,4,0,4,1,2,0.62,0.5758,0.83,9,0
2720,4/28/2011,2,0,4,5,0,4,1,2,0.62,0.5758,0.83,13,0
2721,4/28/2011,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,86,0
2722,4/28/2011,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,215,0
2723,4/28/2011,2,0,4,8,0,4,1,2,0.66,0.6061,0.78,398,1
2724,4/28/2011,2,0,4,9,0,4,1,3,0.62,0.5606,0.88,183,0
2725,4/28/2011,2,0,4,10,0,4,1,2,0.62,0.5606,0.88,54,0
2726,4/28/2011,2,0,4,11,0,4,1,2,0.62,0.5758,0.83,84,0
2727,4/28/2011,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,107,1
2728,4/28/2011,2,0,4,13,0,4,1,2,0.62,0.5758,0.83,121,1
2729,4/28/2011,2,0,4,14,0,4,1,1,0.62,0.5758,0.83,142,0
2730,4/28/2011,2,0,4,15,0,4,1,1,0.66,0.6212,0.69,163,0
2731,4/28/2011,2,0,4,16,0,4,1,1,0.62,0.5909,0.78,270,0
2732,4/28/2011,2,0,4,17,0,4,1,1,0.64,0.6212,0.47,455,1
2733,4/28/2011,2,0,4,18,0,4,1,1,0.64,0.6212,0.47,530,1
2734,4/28/2011,2,0,4,19,0,4,1,1,0.62,0.6212,0.43,404,0
2735,4/28/2011,2,0,4,20,0,4,1,1,0.58,0.5455,0.43,269,0
2736,4/28/2011,2,0,4,21,0,4,1,1,0.56,0.5303,0.46,194,0
2737,4/28/2011,2,0,4,22,0,4,1,1,0.54,0.5152,0.45,153,0
2738,4/28/2011,2,0,4,23,0,4,1,1,0.54,0.5152,0.39,110,0
2739,4/29/2011,2,0,4,0,0,5,1,1,0.52,0.5,0.39,48,0
2740,4/29/2011,2,0,4,1,0,5,1,1,0.5,0.4848,0.45,31,0
2741,4/29/2011,2,0,4,2,0,5,1,1,0.46,0.4545,0.63,10,0
2742,4/29/2011,2,0,4,3,0,5,1,1,0.46,0.4545,0.59,5,0
2743,4/29/2011,2,0,4,4,0,5,1,1,0.46,0.4545,0.51,6,0
2744,4/29/2011,2,0,4,5,0,5,1,1,0.46,0.4545,0.47,25,0
2745,4/29/2011,2,0,4,6,0,5,1,1,0.5,0.4848,0.45,71,0
2746,4/29/2011,2,0,4,7,0,5,1,1,0.52,0.5,0.42,240,0
2747,4/29/2011,2,0,4,8,0,5,1,1,0.54,0.5152,0.39,421,1
2748,4/29/2011,2,0,4,9,0,5,1,1,0.54,0.5152,0.39,230,0
2749,4/29/2011,2,0,4,10,0,5,1,1,0.56,0.5303,0.4,156,0
2750,4/29/2011,2,0,4,11,0,5,1,1,0.6,0.6212,0.38,157,0
2751,4/29/2011,2,0,4,12,0,5,1,1,0.56,0.5303,0.37,223,1
2752,4/29/2011,2,0,4,13,0,5,1,1,0.56,0.5303,0.37,308,1
2753,4/29/2011,2,0,4,14,0,5,1,1,0.6,0.6212,0.35,248,0
2754,4/29/2011,2,0,4,15,0,5,1,2,0.56,0.5303,0.4,252,0
2755,4/29/2011,2,0,4,16,0,5,1,2,0.54,0.5152,0.42,299,0
2756,4/29/2011,2,0,4,17,0,5,1,2,0.52,0.5,0.45,508,1
2757,4/29/2011,2,0,4,18,0,5,1,1,0.52,0.5,0.48,439,1
2758,4/29/2011,2,0,4,19,0,5,1,1,0.46,0.4545,0.55,270,0
2759,4/29/2011,2,0,4,20,0,5,1,1,0.48,0.4697,0.48,194,0
2760,4/29/2011,2,0,4,21,0,5,1,1,0.46,0.4545,0.51,195,0
2761,4/29/2011,2,0,4,22,0,5,1,1,0.42,0.4242,0.58,146,0
2762,4/29/2011,2,0,4,23,0,5,1,2,0.44,0.4394,0.54,113,0
2763,4/30/2011,2,0,4,0,0,6,0,2,0.44,0.4394,0.54,106,0
2764,4/30/2011,2,0,4,1,0,6,0,2,0.44,0.4394,0.54,74,0
2765,4/30/2011,2,0,4,2,0,6,0,2,0.44,0.4394,0.54,65,0
2766,4/30/2011,2,0,4,3,0,6,0,2,0.42,0.4242,0.54,17,0
2767,4/30/2011,2,0,4,4,0,6,0,2,0.42,0.4242,0.54,7,0
2768,4/30/2011,2,0,4,5,0,6,0,1,0.42,0.4242,0.54,7,0
2769,4/30/2011,2,0,4,6,0,6,0,1,0.4,0.4091,0.58,21,0
2770,4/30/2011,2,0,4,7,0,6,0,1,0.4,0.4091,0.54,48,0
2771,4/30/2011,2,0,4,8,0,6,0,1,0.4,0.4091,0.54,91,0
2772,4/30/2011,2,0,4,9,0,6,0,1,0.44,0.4394,0.51,156,0
2773,4/30/2011,2,0,4,10,0,6,0,1,0.48,0.4697,0.44,279,1
2774,4/30/2011,2,0,4,11,0,6,0,1,0.5,0.4848,0.42,321,1
2775,4/30/2011,2,0,4,12,0,6,0,1,0.52,0.5,0.42,416,1
2776,4/30/2011,2,0,4,13,0,6,0,1,0.54,0.5152,0.39,455,1
2777,4/30/2011,2,0,4,14,0,6,0,1,0.54,0.5152,0.39,452,1
2778,4/30/2011,2,0,4,15,0,6,0,1,0.56,0.5303,0.37,499,1
2779,4/30/2011,2,0,4,16,0,6,0,1,0.58,0.5455,0.37,464,1
2780,4/30/2011,2,0,4,17,0,6,0,1,0.56,0.5303,0.43,407,1
2781,4/30/2011,2,0,4,18,0,6,0,1,0.54,0.5152,0.43,371,1
2782,4/30/2011,2,0,4,19,0,6,0,1,0.54,0.5152,0.43,387,1
2783,4/30/2011,2,0,4,20,0,6,0,1,0.44,0.4394,0.62,224,0
2784,4/30/2011,2,0,4,21,0,6,0,1,0.44,0.4394,0.62,177,0
2785,4/30/2011,2,0,4,22,0,6,0,1,0.44,0.4394,0.67,143,0
2786,4/30/2011,2,0,4,23,0,6,0,1,0.44,0.4394,0.67,125,0
2787,5/1/2011,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,96,0
2788,5/1/2011,2,0,5,1,0,0,0,1,0.42,0.4242,0.69,59,0
2789,5/1/2011,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,50,0
2790,5/1/2011,2,0,5,3,0,0,0,1,0.4,0.4091,0.82,23,0
2791,5/1/2011,2,0,5,4,0,0,0,1,0.4,0.4091,0.76,17,0
2792,5/1/2011,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,10,0
2793,5/1/2011,2,0,5,6,0,0,0,2,0.4,0.4091,0.82,13,0
2794,5/1/2011,2,0,5,7,0,0,0,2,0.42,0.4242,0.77,33,0
2795,5/1/2011,2,0,5,8,0,0,0,2,0.44,0.4394,0.77,59,0
2796,5/1/2011,2,0,5,9,0,0,0,2,0.46,0.4545,0.72,141,0
2797,5/1/2011,2,0,5,10,0,0,0,2,0.48,0.4697,0.63,264,1
2798,5/1/2011,2,0,5,11,0,0,0,1,0.46,0.4545,0.82,250,1
2799,5/1/2011,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,281,1
2800,5/1/2011,2,0,5,13,0,0,0,2,0.5,0.4848,0.63,332,1
2801,5/1/2011,2,0,5,14,0,0,0,2,0.5,0.4848,0.68,238,1
2802,5/1/2011,2,0,5,15,0,0,0,2,0.5,0.4848,0.72,266,1
2803,5/1/2011,2,0,5,16,0,0,0,2,0.5,0.4848,0.72,214,1
2804,5/1/2011,2,0,5,17,0,0,0,2,0.48,0.4697,0.82,196,1
2805,5/1/2011,2,0,5,18,0,0,0,2,0.46,0.4545,0.82,159,1
2806,5/1/2011,2,0,5,19,0,0,0,2,0.46,0.4545,0.84,178,1
2807,5/1/2011,2,0,5,20,0,0,0,2,0.46,0.4545,0.82,121,0
2808,5/1/2011,2,0,5,21,0,0,0,2,0.46,0.4545,0.82,105,0
2809,5/1/2011,2,0,5,22,0,0,0,2,0.46,0.4545,0.82,100,0
2810,5/1/2011,2,0,5,23,0,0,0,1,0.46,0.4545,0.77,146,0
2811,5/2/2011,2,0,5,0,0,1,1,1,0.46,0.4545,0.72,177,0
2812,5/2/2011,2,0,5,1,0,1,1,1,0.46,0.4545,0.72,114,0
2813,5/2/2011,2,0,5,2,0,1,1,2,0.44,0.4394,0.77,35,0
2814,5/2/2011,2,0,5,3,0,1,1,1,0.44,0.4394,0.77,16,0
2815,5/2/2011,2,0,5,4,0,1,1,1,0.44,0.4394,0.77,17,0
2816,5/2/2011,2,0,5,5,0,1,1,2,0.44,0.4394,0.77,20,0
2817,5/2/2011,2,0,5,6,0,1,1,1,0.44,0.4394,0.88,62,0
2818,5/2/2011,2,0,5,7,0,1,1,2,0.46,0.4545,0.82,209,0
2819,5/2/2011,2,0,5,8,0,1,1,2,0.48,0.4697,0.77,371,1
2820,5/2/2011,2,0,5,9,0,1,1,2,0.5,0.4848,0.77,172,0
2821,5/2/2011,2,0,5,10,0,1,1,2,0.54,0.5152,0.77,108,0
2822,5/2/2011,2,0,5,11,0,1,1,1,0.58,0.5455,0.73,130,0
2823,5/2/2011,2,0,5,12,0,1,1,1,0.62,0.6061,0.69,187,1
2824,5/2/2011,2,0,5,13,0,1,1,2,0.62,0.6061,0.69,170,1
2825,5/2/2011,2,0,5,14,0,1,1,1,0.64,0.6061,0.69,181,0
2826,5/2/2011,2,0,5,15,0,1,1,1,0.66,0.6212,0.61,155,0
2827,5/2/2011,2,0,5,16,0,1,1,1,0.66,0.6212,0.61,269,0
2828,5/2/2011,2,0,5,17,0,1,1,1,0.66,0.6212,0.65,537,1
2829,5/2/2011,2,0,5,18,0,1,1,2,0.64,0.6061,0.65,518,1
2830,5/2/2011,2,0,5,19,0,1,1,2,0.62,0.6061,0.69,314,0
2831,5/2/2011,2,0,5,20,0,1,1,2,0.62,0.6061,0.69,218,0
2832,5/2/2011,2,0,5,21,0,1,1,2,0.6,0.5909,0.73,232,0
2833,5/2/2011,2,0,5,22,0,1,1,2,0.6,0.5909,0.73,125,0
2834,5/2/2011,2,0,5,23,0,1,1,2,0.56,0.5303,0.83,64,0
2835,5/3/2011,2,0,5,0,0,2,1,2,0.56,0.5303,0.83,16,0
2836,5/3/2011,2,0,5,1,0,2,1,2,0.56,0.5303,0.78,14,0
2837,5/3/2011,2,0,5,2,0,2,1,2,0.56,0.5303,0.78,5,0
2838,5/3/2011,2,0,5,3,0,2,1,1,0.54,0.5152,0.83,2,0
2839,5/3/2011,2,0,5,4,0,2,1,1,0.52,0.5,0.88,4,0
2840,5/3/2011,2,0,5,5,0,2,1,1,0.52,0.5,0.88,14,0
2841,5/3/2011,2,0,5,6,0,2,1,2,0.52,0.5,0.94,109,0
2842,5/3/2011,2,0,5,7,0,2,1,2,0.54,0.5152,0.88,265,0
2843,5/3/2011,2,0,5,8,0,2,1,2,0.56,0.5303,0.83,459,1
2844,5/3/2011,2,0,5,9,0,2,1,2,0.6,0.5758,0.78,186,0
2845,5/3/2011,2,0,5,10,0,2,1,2,0.64,0.6061,0.69,127,0
2846,5/3/2011,2,0,5,11,0,2,1,2,0.66,0.6212,0.65,140,0
2847,5/3/2011,2,0,5,12,0,2,1,2,0.68,0.6364,0.61,217,1
2848,5/3/2011,2,0,5,13,0,2,1,2,0.7,0.6515,0.58,194,1
2849,5/3/2011,2,0,5,14,0,2,1,2,0.7,0.6515,0.58,158,0
2850,5/3/2011,2,0,5,15,0,2,1,2,0.7,0.6515,0.58,154,0
2851,5/3/2011,2,0,5,16,0,2,1,1,0.72,0.6667,0.54,271,0
2852,5/3/2011,2,0,5,17,0,2,1,1,0.7,0.6515,0.54,517,1
2853,5/3/2011,2,0,5,18,0,2,1,1,0.7,0.6515,0.48,544,1
2854,5/3/2011,2,0,5,19,0,2,1,1,0.68,0.6364,0.57,365,0
2855,5/3/2011,2,0,5,20,0,2,1,1,0.66,0.6212,0.61,290,0
2856,5/3/2011,2,0,5,21,0,2,1,2,0.64,0.6212,0.61,225,0
2857,5/3/2011,2,0,5,22,0,2,1,2,0.58,0.5455,0.6,113,0
2858,5/3/2011,2,0,5,23,0,2,1,2,0.56,0.5303,0.68,62,0
2859,5/4/2011,2,0,5,0,0,3,1,3,0.52,0.5,0.77,27,0
2860,5/4/2011,2,0,5,1,0,3,1,3,0.5,0.4848,0.82,7,0
2861,5/4/2011,2,0,5,2,0,3,1,3,0.5,0.4848,0.82,4,0
2862,5/4/2011,2,0,5,3,0,3,1,3,0.42,0.4242,0.88,1,0
2863,5/4/2011,2,0,5,4,0,3,1,3,0.38,0.3939,0.94,3,0
2864,5/4/2011,2,0,5,5,0,3,1,3,0.36,0.3333,0.87,9,0
2865,5/4/2011,2,0,5,6,0,3,1,3,0.34,0.303,0.93,21,0
2866,5/4/2011,2,0,5,7,0,3,1,3,0.34,0.303,0.93,52,0
2867,5/4/2011,2,0,5,8,0,3,1,3,0.34,0.303,0.93,79,1
2868,5/4/2011,2,0,5,9,0,3,1,3,0.34,0.303,0.93,40,0
2869,5/4/2011,2,0,5,10,0,3,1,2,0.34,0.3182,0.93,31,0
2870,5/4/2011,2,0,5,11,0,3,1,1,0.4,0.4091,0.82,72,0
2871,5/4/2011,2,0,5,12,0,3,1,2,0.44,0.4394,0.62,124,1
2872,5/4/2011,2,0,5,13,0,3,1,2,0.46,0.4545,0.59,143,1
2873,5/4/2011,2,0,5,14,0,3,1,1,0.5,0.4848,0.51,107,0
2874,5/4/2011,2,0,5,15,0,3,1,1,0.48,0.4697,0.51,129,0
2875,5/4/2011,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,195,0
2876,5/4/2011,2,0,5,17,0,3,1,1,0.4,0.4091,0.71,410,1
2877,5/4/2011,2,0,5,18,0,3,1,1,0.42,0.4242,0.67,396,1
2878,5/4/2011,2,0,5,19,0,3,1,1,0.42,0.4242,0.58,296,0
2879,5/4/2011,2,0,5,20,0,3,1,1,0.4,0.4091,0.62,191,0
2880,5/4/2011,2,0,5,21,0,3,1,1,0.4,0.4091,0.62,150,0
2881,5/4/2011,2,0,5,22,0,3,1,1,0.38,0.3939,0.62,89,0
2882,5/4/2011,2,0,5,23,0,3,1,1,0.36,0.3485,0.62,57,0
2883,5/5/2011,2,0,5,0,0,4,1,1,0.36,0.3485,0.66,27,0
2884,5/5/2011,2,0,5,1,0,4,1,1,0.34,0.3333,0.71,10,0
2885,5/5/2011,2,0,5,2,0,4,1,1,0.34,0.3182,0.66,5,0
2886,5/5/2011,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,4,0
2887,5/5/2011,2,0,5,4,0,4,1,1,0.34,0.3182,0.66,7,0
2888,5/5/2011,2,0,5,5,0,4,1,1,0.34,0.3182,0.66,30,0
2889,5/5/2011,2,0,5,6,0,4,1,1,0.34,0.3182,0.66,89,0
2890,5/5/2011,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,271,0
2891,5/5/2011,2,0,5,8,0,4,1,1,0.42,0.4242,0.5,440,1
2892,5/5/2011,2,0,5,9,0,4,1,1,0.46,0.4545,0.44,184,0
2893,5/5/2011,2,0,5,10,0,4,1,1,0.5,0.4848,0.39,128,0
2894,5/5/2011,2,0,5,11,0,4,1,1,0.52,0.5,0.36,148,0
2895,5/5/2011,2,0,5,12,0,4,1,1,0.52,0.5,0.34,196,1
2896,5/5/2011,2,0,5,13,0,4,1,1,0.54,0.5152,0.3,192,1
2897,5/5/2011,2,0,5,14,0,4,1,1,0.54,0.5152,0.28,154,0
2898,5/5/2011,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,147,0
2899,5/5/2011,2,0,5,16,0,4,1,1,0.58,0.5455,0.24,269,0
2900,5/5/2011,2,0,5,17,0,4,1,1,0.56,0.5303,0.26,533,1
2901,5/5/2011,2,0,5,18,0,4,1,1,0.56,0.5303,0.26,520,1
2902,5/5/2011,2,0,5,19,0,4,1,1,0.54,0.5152,0.28,361,0
2903,5/5/2011,2,0,5,20,0,4,1,1,0.5,0.4848,0.34,258,0
2904,5/5/2011,2,0,5,21,0,4,1,1,0.5,0.4848,0.36,180,0
2905,5/5/2011,2,0,5,22,0,4,1,1,0.48,0.4697,0.39,165,0
2906,5/5/2011,2,0,5,23,0,4,1,1,0.46,0.4545,0.41,115,0
2907,5/6/2011,2,0,5,0,0,5,1,1,0.44,0.4394,0.44,56,0
2908,5/6/2011,2,0,5,1,0,5,1,1,0.4,0.4091,0.62,32,0
2909,5/6/2011,2,0,5,2,0,5,1,1,0.38,0.3939,0.62,16,0
2910,5/6/2011,2,0,5,3,0,5,1,1,0.36,0.3636,0.71,9,0
2911,5/6/2011,2,0,5,4,0,5,1,1,0.36,0.3636,0.71,1,0
2912,5/6/2011,2,0,5,5,0,5,1,1,0.34,0.3485,0.81,16,0
2913,5/6/2011,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,82,0
2914,5/6/2011,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,222,0
2915,5/6/2011,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,450,1
2916,5/6/2011,2,0,5,9,0,5,1,1,0.46,0.4545,0.67,188,0
2917,5/6/2011,2,0,5,10,0,5,1,2,0.54,0.5152,0.49,127,0
2918,5/6/2011,2,0,5,11,0,5,1,2,0.54,0.5152,0.49,165,0
2919,5/6/2011,2,0,5,12,0,5,1,1,0.56,0.5303,0.49,246,1
2920,5/6/2011,2,0,5,13,0,5,1,1,0.58,0.5455,0.4,253,1
2921,5/6/2011,2,0,5,14,0,5,1,1,0.6,0.6212,0.4,213,0
2922,5/6/2011,2,0,5,15,0,5,1,1,0.6,0.6212,0.38,260,0
2923,5/6/2011,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,344,0
2924,5/6/2011,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,553,1
2925,5/6/2011,2,0,5,18,0,5,1,3,0.54,0.5152,0.52,470,1
2926,5/6/2011,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,292,0
2927,5/6/2011,2,0,5,20,0,5,1,1,0.52,0.5,0.48,190,0
2928,5/6/2011,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,152,0
2929,5/6/2011,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,151,0
2930,5/6/2011,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,120,0
2931,5/7/2011,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,86,0
2932,5/7/2011,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,58,0
2933,5/7/2011,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,52,0
2934,5/7/2011,2,0,5,3,0,6,0,1,0.42,0.4242,0.77,18,0
2935,5/7/2011,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,5,0
2936,5/7/2011,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,7,0
2937,5/7/2011,2,0,5,6,0,6,0,1,0.42,0.4242,0.77,13,0
2938,5/7/2011,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,40,0
2939,5/7/2011,2,0,5,8,0,6,0,1,0.52,0.5,0.52,115,0
2940,5/7/2011,2,0,5,9,0,6,0,1,0.54,0.5152,0.49,218,0
2941,5/7/2011,2,0,5,10,0,6,0,1,0.56,0.5303,0.49,298,1
2942,5/7/2011,2,0,5,11,0,6,0,1,0.56,0.5303,0.43,347,1
2943,5/7/2011,2,0,5,12,0,6,0,1,0.6,0.6212,0.4,373,1
2944,5/7/2011,2,0,5,13,0,6,0,1,0.6,0.6212,0.35,436,1
2945,5/7/2011,2,0,5,14,0,6,0,3,0.6,0.6212,0.35,378,1
2946,5/7/2011,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,378,1
2947,5/7/2011,2,0,5,16,0,6,0,1,0.6,0.6212,0.38,342,1
2948,5/7/2011,2,0,5,17,0,6,0,1,0.58,0.5455,0.4,354,1
2949,5/7/2011,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,289,1
2950,5/7/2011,2,0,5,19,0,6,0,1,0.56,0.5303,0.43,267,1
2951,5/7/2011,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,219,0
2952,5/7/2011,2,0,5,21,0,6,0,1,0.54,0.5152,0.49,182,0
2953,5/7/2011,2,0,5,22,0,6,0,1,0.54,0.5152,0.49,120,0
2954,5/7/2011,2,0,5,23,0,6,0,1,0.5,0.4848,0.59,119,0
2955,5/8/2011,2,0,5,0,0,0,0,2,0.5,0.4848,0.59,100,0
2956,5/8/2011,2,0,5,1,0,0,0,2,0.52,0.5,0.55,64,0
2957,5/8/2011,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,59,0
2958,5/8/2011,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,31,0
2959,5/8/2011,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,10,0
2960,5/8/2011,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,5,0
2961,5/8/2011,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,6,0
2962,5/8/2011,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,23,0
2963,5/8/2011,2,0,5,8,0,0,0,1,0.52,0.5,0.63,86,0
2964,5/8/2011,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,160,0
2965,5/8/2011,2,0,5,10,0,0,0,1,0.58,0.5455,0.49,244,1
2966,5/8/2011,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,340,1
2967,5/8/2011,2,0,5,12,0,0,0,1,0.6,0.6212,0.46,382,1
2968,5/8/2011,2,0,5,13,0,0,0,1,0.6,0.6212,0.49,390,1
2969,5/8/2011,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,366,1
2970,5/8/2011,2,0,5,15,0,0,0,1,0.6,0.6212,0.49,358,1
2971,5/8/2011,2,0,5,16,0,0,0,1,0.6,0.6212,0.46,385,1
2972,5/8/2011,2,0,5,17,0,0,0,3,0.58,0.5455,0.49,351,1
2973,5/8/2011,2,0,5,18,0,0,0,1,0.58,0.5455,0.49,268,1
2974,5/8/2011,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,239,1
2975,5/8/2011,2,0,5,20,0,0,0,1,0.52,0.5,0.77,174,0
2976,5/8/2011,2,0,5,21,0,0,0,1,0.52,0.5,0.77,127,0
2977,5/8/2011,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,115,0
2978,5/8/2011,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,50,0
2979,5/9/2011,2,0,5,0,0,1,1,1,0.46,0.4545,0.82,53,0
2980,5/9/2011,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,33,0
2981,5/9/2011,2,0,5,2,0,1,1,1,0.44,0.4394,0.94,8,0
2982,5/9/2011,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,7,0
